51.102655752268568, -114.044252264111662
51.046340747207239, -114.055849250587372
50.922803737632037, -114.067429218174482
51.170381584192427, -115.559829600758704
51.064269621631105, -114.089312682800667
51.075405781759514, -114.130205993666834
51.047669099246399, -114.05628836905754
51.049534070667342, -114.080281285695932
51.031988660867832, -114.068111744131656
51.01266944731217, -114.132626714384131
51.063601996249439, -114.092303610247754
51.046368044246641, -114.082141781194068
51.033684013805939, -114.193505541242047
