50.8972087027, -114.041384816
50.8712036569, -113.983075597
51.1313046864, -114.193713605
51.0918856038, -114.155474891
51.1713423067, -114.133420027
50.9037053589, -113.919489225
51.0492552886, -114.205622205
50.9523628683, -114.123092646
50.8710835155, -114.029397067
50.9066023659, -114.101090989
50.9650206011, -114.121028184
50.8782496629, -114.014663823
51.026582062, -114.13897388
50.9476786238, -114.011312684
51.021917726, -113.965652932
51.1710534818, -113.958211318
50.9187061916, -113.918962475
51.1678448793, -114.080833834
51.1411408845, -114.091529294
51.1830404502, -114.103444765
50.9530939368, -114.01418171
50.9675728125, -114.136767571
51.0498186075, -114.032817865
51.0157961354, -113.991767136
51.0604105822, -114.071496113
51.1352950163, -114.08268599
51.0637445492, -114.036073645
51.0258006587, -114.130218254
51.0561997776, -114.202260439
51.0412648141, -114.201317194
51.0381519175, -114.100210938
51.0386764745, -114.097157774
51.0860860551, -114.143016898
51.1430491531, -114.235209627
51.1390818728, -114.139672796
51.0315299424, -114.220968021
50.9348231793, -114.050130032
50.9381559616, -114.107810914
51.0579048051, -113.953761276
51.1248609216, -114.051901643
51.1599765471, -114.150931407
51.1452622523, -114.076365651
50.910148163, -114.060762493
51.1280332487, -114.102815517
51.0609469763, -113.963892211
51.0501429489, -114.209034894
50.9056990443, -114.046153335
51.0483646685, -114.112038707
51.0899835964, -113.936538949
51.1645472049, -114.083143094
51.0639607295, -114.098064883
51.1484137882, -114.229618134
50.9074912032, -114.120268721
50.9203726351, -113.920326649
51.0796931423, -113.948797586
51.0280121559, -114.16857855
51.0648381365, -114.1795037
51.0189895683, -114.001009254
51.0954707469, -113.946704298
50.970360344, -114.01406405
51.0824570787, -114.197249655
51.0688220983, -114.163434877
51.1711152858, -114.120013613
51.1663208809, -114.078913948
50.9961316483, -114.112741175
51.1500519342, -114.134414306
51.0308057434, -114.191565757
51.1426679544, -114.116415607
51.036524162, -114.163121203
51.1150129038, -114.192488294
51.1392701335, -114.130276676
50.8857667659, -114.031995083
50.9570556824, -114.076516664
51.0579965778, -114.045727596
51.0397241901, -114.087823395
51.0980574709, -113.934579026
51.0859390581, -114.035062164
50.9295211272, -114.095971327
50.9106629169, -113.970934684
51.0314930607, -113.976402161
51.1242536016, -114.218848784
51.1129587289, -113.965149381
50.9411989317, -114.117328824
50.9068953824, -114.099773407
50.8696486618, -113.978813473
50.9638217442, -114.080883108
51.1376051302, -114.181965129
51.1474165318, -114.189000207
51.1467001396, -114.219758309
50.9655603317, -114.007341148
50.9128563664, -114.09397142
50.9587934594, -114.131395812
51.0679349495, -114.125256837
51.0403760732, -114.07646179
50.8804937721, -114.031981096
51.0610004868, -114.200199667
51.0207559991, -114.101408653
50.9075044185, -114.105409086
51.0386924317, -114.170274645
51.0212642777, -114.183916225
51.0488402649, -114.209634146
51.1760157195, -114.143118439
51.057445648, -114.20540023
51.0955057876, -114.035435936
51.0142960525, -114.070300478
51.1403258375, -114.155419823
51.0888732272, -114.162919733
51.0726384696, -113.952489738
51.1371088823, -113.928491131
50.9742389432, -114.112242639
50.9444067618, -114.054504485
50.9820643101, -114.010841623
50.9165752255, -113.934912387
51.1438146601, -114.184605833
51.1038767508, -114.130024518
51.0465903054, -113.928641424
51.0505441209, -114.038089661
51.0566382254, -114.026827789
50.9425699185, -114.087710484
51.0337946502, -114.023551344
51.0633863129, -114.197156769
51.139258331, -114.252665516
51.1012195806, -114.153980561
50.9672842793, -114.030177948
51.0706489808, -113.974543618
51.0586825629, -114.018225569
50.876993007, -113.954833289
51.1446368325, -114.1369758
51.1181329975, -114.158222722
51.1183845157, -114.222080324
51.1117775154, -114.039772687
51.080356749, -114.177968511
51.1830506396, -114.163569611
51.1132890279, -114.056881074
51.0879187183, -113.95229234
51.1587851457, -114.098969187
51.1713686295, -114.115142865
50.9419433573, -114.126795728
51.1065478718, -113.935294106
51.0288907229, -114.190236169
50.9989371569, -114.122478344
51.0954763844, -114.255739278
51.0157759258, -113.961453441
51.057467851, -114.105230529
50.9433114979, -114.124720302
50.9385090278, -114.028836866
51.075206469, -113.9647834
51.169691299, -114.132288608
51.0578917669, -114.093493548
51.1557221876, -114.06930815
50.9404997877, -114.067435677
50.9970123597, -114.095774706
51.1401305701, -114.083598972
50.9138751751, -114.103359857
51.1286862404, -114.059654226
51.0568291821, -114.051063713
50.9938479506, -114.120904041
50.9776900154, -114.005179854
51.1443388855, -114.046387952
51.1222688789, -113.965203396
51.1250238319, -114.184770437
50.9334432047, -114.0724415
51.07949909, -114.160678247
51.0205933012, -113.99893116
51.1149821719, -114.150404
51.0437432065, -114.187016984
51.1115175515, -114.155758472
51.1648456895, -114.157658709
50.9802262463, -113.999024884
51.1097984906, -114.166128495
51.0502796215, -114.172328248
50.8591052992, -114.014226426
51.129819043, -114.204238138
51.0502854824, -114.214203427
51.0873914485, -114.089154421
50.8886464286, -113.989582733
51.1031328071, -113.96369223
51.1241323661, -114.225789145
51.1407224701, -114.082684266
51.0306223092, -114.056935475
50.8835187857, -114.082180151
51.1730392517, -114.048060114
51.1520342554, -114.083995426
51.0510278363, -113.957476805
51.0438511432, -114.187301431
50.902074685, -113.991043993
51.0541635562, -114.174886369
51.146812235, -114.109334204
50.915918255, -114.003222695
51.1201767653, -114.226778784
51.0270224635, -114.193713342
51.1727683052, -114.143610965
51.1090979872, -114.210291243
51.0551843524, -114.187071311
51.0687509794, -114.126931594
51.0959611316, -113.973142226
50.9803240644, -114.093441644
51.1088654535, -114.218131065
51.1035705719, -113.951822786
51.1549615009, -114.087385203
50.9654948933, -113.972867567
